mode,gamma,seed,kappa,leader_id,leader_role_final,final_top_followers,tail_welfare,final_norm,final_norm_welfare_check,best_norm,best_norm_welfare,welfare_gap_to_best,is_final_norm_optimal
static,4.0,0,0.0,13,personal_utility,29,8.57373899879052,01001,9.353240168148403,00011,9.521312388591419,0.1680722204430154,0
static,4.0,0,0.4,13,status,29,9.272962607459952,01001,9.353240168148403,00011,9.521312388591419,0.1680722204430154,0
static,4.0,0,0.8,13,status,29,9.295640879321835,01001,9.353240168148403,00011,9.521312388591419,0.1680722204430154,0
static,5.0,0,0.0,13,personal_utility,29,8.57373899879052,01001,9.353240168148403,00011,9.521312388591419,0.1680722204430154,0
static,5.0,0,0.4,13,status,29,9.27301244749685,01001,9.353240168148403,00011,9.521312388591419,0.1680722204430154,0
static,5.0,0,0.8,13,status,29,9.27301244749685,01001,9.353240168148403,00011,9.521312388591419,0.1680722204430154,0
