mode,gamma,kappa,n_runs,reach_rate,n_reached,mean_final_top_followers,std_final_top_followers,ci95_final_top_followers,mean_time_to_90pct_followers,std_time_to_90pct_followers,ci95_time_to_90pct_followers,mean_leader_switches,std_leader_switches,ci95_leader_switches,mean_tail_welfare,std_tail_welfare,ci95_tail_welfare,mean_leader_is_status_final,std_leader_is_status_final,ci95_leader_is_status_final,mean_final_status_count,std_final_status_count,ci95_final_status_count,mean_tail_status_leader_share,std_tail_status_leader_share,ci95_tail_status_leader_share,mean_tail_status_agent_share,std_tail_status_agent_share,ci95_tail_status_agent_share,mean_final_norm_welfare_check,std_final_norm_welfare_check,ci95_final_norm_welfare_check,mean_best_norm_welfare,std_best_norm_welfare,ci95_best_norm_welfare,mean_welfare_gap_to_best,std_welfare_gap_to_best,ci95_welfare_gap_to_best,mean_is_final_norm_optimal,std_is_final_norm_optimal,ci95_is_final_norm_optimal,mean_tail_top_follower_share,std_tail_top_follower_share,ci95_tail_top_follower_share,mean_consensus_step_first,std_consensus_step_first,ci95_consensus_step_first,mean_consensus_step_final,std_consensus_step_final,ci95_consensus_step_final,mean_num_consensus,std_num_consensus,ci95_num_consensus
static,4.0,0.0,1,1.0,1,29.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,8.57373899879052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.353240168148403,0.0,0.0,9.521312388591419,0.0,0.0,0.1680722204430154,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,150.0,0.0,0.0,151.0,0.0,0.0,1.0,0.0,0.0
static,4.0,0.4,1,1.0,1,29.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,9.272962607459952,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.03333333333333333,0.0,0.0,9.353240168148403,0.0,0.0,9.521312388591419,0.0,0.0,0.1680722204430154,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,150.0,0.0,0.0,151.0,0.0,0.0,1.0,0.0,0.0
static,4.0,0.8,1,1.0,1,29.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,9.295640879321835,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.03333333333333333,0.0,0.0,9.353240168148403,0.0,0.0,9.521312388591419,0.0,0.0,0.1680722204430154,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,150.0,0.0,0.0,151.0,0.0,0.0,1.0,0.0,0.0
static,5.0,0.0,1,1.0,1,29.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,8.57373899879052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.353240168148403,0.0,0.0,9.521312388591419,0.0,0.0,0.1680722204430154,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,101.0,0.0,0.0,1.0,0.0,0.0
static,5.0,0.4,1,1.0,1,29.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,9.27301244749685,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.03333333333333333,0.0,0.0,9.353240168148403,0.0,0.0,9.521312388591419,0.0,0.0,0.1680722204430154,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,101.0,0.0,0.0,1.0,0.0,0.0
static,5.0,0.8,1,1.0,1,29.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,9.27301244749685,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.03333333333333333,0.0,0.0,9.353240168148403,0.0,0.0,9.521312388591419,0.0,0.0,0.1680722204430154,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,101.0,0.0,0.0,1.0,0.0,0.0
